"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",534,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",457,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",414,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",385,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",356,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",322,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",292,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",248,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",206,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2021","2021",206,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",2.473,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",2.602,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",2.721,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",2.804,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",2.88,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",2.95,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",3.006,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",3.048,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",3.094,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",3.11,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",3.12,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",3.135,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",442,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",568,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",792,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",562,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",535,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",554,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",565,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",461,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",419,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",182,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",285,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",384,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2010","2010",305093,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2011","2011",312695,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2012","2012",318887,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2013","2013",326945,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2014","2014",334277,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2015","2015",339728,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2016","2016",346390,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2017","2017",352869,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2018","2018",359099,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2019","2019",367100,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2020","2020",373298,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2021","2021",378629,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",20029,"D","Difference in methodology"
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",22829,"D","Difference in methodology"
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",26034,"D","Difference in methodology"
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",28901,"D","Difference in methodology"
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",31857,"D","Difference in methodology"
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",34850,"D","Difference in methodology"
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",38247,"D","Difference in methodology"
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",41934,"D","Difference in methodology"
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",44931,"D","Difference in methodology"
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",48241,"D","Difference in methodology"
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",51395,"D","Difference in methodology"
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",52194,"D","Difference in methodology"
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",6.565,"D","Difference in methodology"
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",7.301,"D","Difference in methodology"
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",8.164,"D","Difference in methodology"
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",8.84,"D","Difference in methodology"
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",9.53,"D","Difference in methodology"
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",10.258,"D","Difference in methodology"
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",11.04,"D","Difference in methodology"
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",11.88,"D","Difference in methodology"
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",12.51,"D","Difference in methodology"
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",13.14,"D","Difference in methodology"
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",13.77,"D","Difference in methodology"
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",13.78,"D","Difference in methodology"
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",1426,"D","Difference in methodology"
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",1900,"D","Difference in methodology"
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",2225,"D","Difference in methodology"
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",1964,"D","Difference in methodology"
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",1730,"D","Difference in methodology"
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",1530,"D","Difference in methodology"
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",1430,"D","Difference in methodology"
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",1287,"D","Difference in methodology"
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",1296,"D","Difference in methodology"
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",1349,"D","Difference in methodology"
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",1333,"D","Difference in methodology"
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",1254,"D","Difference in methodology"
"DEU","Germany","TNBN","Total number of nurses","TOT","Total","2012","2012",820000,,
"DEU","Germany","TNBN","Total number of nurses","TOT","Total","2013","2013",850000,,
"DEU","Germany","TNBN","Total number of nurses","TOT","Total","2014","2014",868000,,
"DEU","Germany","TNBN","Total number of nurses","TOT","Total","2015","2015",876000,,
"DEU","Germany","TNBN","Total number of nurses","TOT","Total","2016","2016",895000,,
"DEU","Germany","TNBN","Total number of nurses","TOT","Total","2017","2017",916000,,
"DEU","Germany","TNBN","Total number of nurses","TOT","Total","2018","2018",955000,,
"DEU","Germany","TNBN","Total number of nurses","TOT","Total","2019","2019",980000,,
"DEU","Germany","TNBN","Total number of nurses","TOT","Total","2020","2020",1001000,,
"DEU","Germany","TNBN","Total number of nurses","TOT","Total","2021","2021",1001000,,
"DEU","Germany","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",770000,,
"DEU","Germany","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",797000,,
"DEU","Germany","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",808000,,
"DEU","Germany","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",813000,,
"DEU","Germany","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",835000,,
"DEU","Germany","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",846000,,
"DEU","Germany","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",873000,,
"DEU","Germany","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",892000,,
"DEU","Germany","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",909000,,
"DEU","Germany","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",905000,,
"DEU","Germany","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",50000,,
"DEU","Germany","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",54000,,
"DEU","Germany","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",59000,,
"DEU","Germany","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",63000,,
"DEU","Germany","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",61000,,
"DEU","Germany","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",70000,,
"DEU","Germany","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",82000,,
"DEU","Germany","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",88000,,
"DEU","Germany","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",92000,,
"DEU","Germany","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",96000,,
"DEU","Germany","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",6.13,,
"DEU","Germany","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",6.3,,
"DEU","Germany","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",6.83,,
"DEU","Germany","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",7.23,,
"DEU","Germany","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",6.77,,
"DEU","Germany","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",7.63,,
"DEU","Germany","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",8.61,,
"DEU","Germany","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",8.96,,
"DEU","Germany","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",9.2,,
"DEU","Germany","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",9.62,,
"DEU","Germany","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",663,"D","Difference in methodology"
"DEU","Germany","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",1875,"D","Difference in methodology"
"DEU","Germany","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",2631,"D","Difference in methodology"
"DEU","Germany","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",3342,"D","Difference in methodology"
"DEU","Germany","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",3699,"D","Difference in methodology"
"DEU","Germany","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",4698,"D","Difference in methodology"
"DEU","Germany","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",5142,"D","Difference in methodology"
"DEU","Germany","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",7014,"D","Difference in methodology"
"DEU","Germany","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",7710,"D","Difference in methodology"
"DEU","Germany","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",8340,"D","Difference in methodology"
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2010","2010",33770,"B","Break"
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2011","2011",32966,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2012","2012",33454,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2013","2013",32668,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2014","2014",32791,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2015","2015",30486,"B","Break"
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2016","2016",31515,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2017","2017",32543,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2018","2018",33078,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2019","2019",34137,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2020","2020",30610,"B","Break"
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2021","2021",32026,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",31161,"B","Break"
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",30441,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",30970,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",30198,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",30309,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",28112,"B","Break"
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",29056,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",29929,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",30404,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",31336,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",28106,"B","Break"
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",29404,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",2609,"B","Break"
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",2525,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",2484,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",2470,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",2482,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",2374,"B","Break"
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",2459,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",2614,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",2674,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",2801,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",2504,"B","Break"
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",2622,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",7.726,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",7.659,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",7.425,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",7.561,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",7.569,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",7.787,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",7.803,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",8.03,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",8.09,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",8.205,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",8.18,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",8.187,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",35,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",51,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",78,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",54,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",82,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",133,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",109,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",111,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",137,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",123,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",92,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",113,,
"HUN","Hungary","TNBN","Total number of nurses","TOT","Total","2013","2013",53323,,
"HUN","Hungary","TNBN","Total number of nurses","TOT","Total","2014","2014",60216,,
"HUN","Hungary","TNBN","Total number of nurses","TOT","Total","2015","2015",59273,,
"HUN","Hungary","TNBN","Total number of nurses","TOT","Total","2016","2016",61167,,
"HUN","Hungary","TNBN","Total number of nurses","TOT","Total","2017","2017",63739,,
"HUN","Hungary","TNBN","Total number of nurses","TOT","Total","2018","2018",64695,,
"HUN","Hungary","TNBN","Total number of nurses","TOT","Total","2019","2019",64722,,
"HUN","Hungary","TNBN","Total number of nurses","TOT","Total","2020","2020",64197,,
"HUN","Hungary","TNBN","Total number of nurses","TOT","Total","2021","2021",64678,,
"HUN","Hungary","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",52673,,
"HUN","Hungary","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",59413,,
"HUN","Hungary","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",58393,,
"HUN","Hungary","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",60260,,
"HUN","Hungary","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",62786,,
"HUN","Hungary","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",63700,,
"HUN","Hungary","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",63712,,
"HUN","Hungary","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",63162,,
"HUN","Hungary","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",63646,,
"HUN","Hungary","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",650,,
"HUN","Hungary","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",803,,
"HUN","Hungary","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",880,,
"HUN","Hungary","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",907,,
"HUN","Hungary","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",953,,
"HUN","Hungary","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",995,,
"HUN","Hungary","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",1010,,
"HUN","Hungary","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",1035,,
"HUN","Hungary","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",1032,,
"HUN","Hungary","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",1.219,,
"HUN","Hungary","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",1.334,,
"HUN","Hungary","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",1.485,,
"HUN","Hungary","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",1.483,,
"HUN","Hungary","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",1.495,,
"HUN","Hungary","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",1.538,,
"HUN","Hungary","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",1.561,,
"HUN","Hungary","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",1.61,,
"HUN","Hungary","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",1.596,,
"HUN","Hungary","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",48,,
"HUN","Hungary","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",49,,
"HUN","Hungary","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",72,,
"HUN","Hungary","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",71,,
"HUN","Hungary","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",88,,
"HUN","Hungary","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",107,,
"HUN","Hungary","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",53,,
"HUN","Hungary","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",74,,
"HUN","Hungary","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",52,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2011","2011",18812,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2012","2012",18184,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2013","2013",18160,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2014","2014",19066,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2015","2015",20454,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2016","2016",21920,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2017","2017",22693,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2018","2018",23012,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2019","2019",23574,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2020","2020",25005,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2021","2021",25959,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",12088,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",11859,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",11909,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",12182,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",12467,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",12797,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",13087,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",13429,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",13824,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",14955,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",15459,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",6708,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",5935,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",6214,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",6877,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",7983,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",9123,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",9606,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",9583,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",9750,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",10050,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",10500,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",16,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",390,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",37,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",7,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",4,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",0,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",0,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",0,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",0,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",0,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2021","2021",0,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",35.658,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",32.639,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",34.218,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",36.069,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",39.029,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",41.62,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",42.33,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",41.64,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",41.35,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",40.19,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",40.45,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",683,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",855,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",783,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",832,,
